compound,concentration_uM,time_h,relative_activity,evidence
Clarithromycin,2.0,2.44,0.5775270487619547,noise_free_synthetic_assay
Clarithromycin,2.0,2.48,0.5723526251566332,noise_free_synthetic_assay
Clarithromycin,2.0,2.52,0.5672245624268841,noise_free_synthetic_assay
Clarithromycin,2.0,2.56,0.5621424451968224,noise_free_synthetic_assay
Clarithromycin,2.0,2.6,0.5571058618121738,noise_free_synthetic_assay
Clarithromycin,2.0,2.64,0.5521144043069306,noise_free_synthetic_assay
Clarithromycin,2.0,2.68,0.5471676683703055,noise_free_synthetic_assay
Clarithromycin,2.0,2.72,0.5422652533139831,noise_free_synthetic_assay
Clarithromycin,2.0,2.7600000000000002,0.5374067620396635,noise_free_synthetic_assay
Clarithromycin,2.0,2.8000000000000003,0.5325918010068972,noise_free_synthetic_assay
Clarithromycin,2.0,2.84,0.5278199802012077,noise_free_synthetic_assay
Clarithromycin,2.0,2.88,0.5230909131025008,noise_free_synthetic_assay
Clarithromycin,2.0,2.92,0.5184042166537559,noise_free_synthetic_assay
Clarithromycin,2.0,2.96,0.5137595112299983,noise_free_synthetic_assay
Clarithromycin,2.0,3.0,0.5091564206075492,noise_free_synthetic_assay
Clarithromycin,2.0,3.04,0.5045945719335512,noise_free_synthetic_assay
Clarithromycin,2.0,3.08,0.5000735956957676,noise_free_synthetic_assay
Clarithromycin,2.0,3.12,0.4955931256926514,noise_free_synthetic_assay
Clarithromycin,2.0,3.16,0.49115279900368264,noise_free_synthetic_assay
Clarithromycin,2.0,3.2,0.4867522559599716,noise_free_synthetic_assay
Clarithromycin,2.0,3.24,0.4823911401151259,noise_free_synthetic_assay
Clarithromycin,2.0,3.2800000000000002,0.47806909821637755,noise_free_synthetic_assay
Clarithromycin,2.0,3.3200000000000003,0.47378578017596973,noise_free_synthetic_assay
Clarithromycin,2.0,3.36,0.46954083904279925,noise_free_synthetic_assay
Clarithromycin,2.0,3.4,0.4653339309743134,noise_free_synthetic_assay
Clarithromycin,2.0,3.44,0.4611647152086584,noise_free_synthetic_assay
Clarithromycin,2.0,3.48,0.4570328540370779,noise_free_synthetic_assay
Clarithromycin,2.0,3.52,0.4529380127765577,noise_free_synthetic_assay
Clarithromycin,2.0,3.56,0.448879859742717,noise_free_synthetic_assay
Clarithromycin,2.0,3.6,0.4448580662229411,noise_free_synthetic_assay
Clarithromycin,2.0,3.64,0.4408723064497561,noise_free_synthetic_assay
Clarithromycin,2.0,3.68,0.43692225757444114,noise_free_synthetic_assay
Clarithromycin,2.0,3.72,0.4330075996408776,noise_free_synthetic_assay
Clarithromycin,2.0,3.7600000000000002,0.4291280155596325,noise_free_synthetic_assay
Clarithromycin,2.0,3.8000000000000003,0.4252831910822741,noise_free_synthetic_assay
Clarithromycin,2.0,3.84,0.42147281477591764,noise_free_synthetic_assay
Clarithromycin,2.0,3.88,0.4176965779979988,noise_free_synthetic_assay
Clarithromycin,2.0,3.92,0.4139541748712741,noise_free_synthetic_assay
Clarithromycin,2.0,3.96,0.410245302259044,noise_free_synthetic_assay
Clarithromycin,2.0,4.0,0.4065696597405991,noise_free_synthetic_assay
Clarithromycin,10.0,0.0,1.0,noise_free_synthetic_assay
Clarithromycin,10.0,0.04,0.9851119396030626,noise_free_synthetic_assay
Clarithromycin,10.0,0.08,0.9704455335485082,noise_free_synthetic_assay
Clarithromycin,10.0,0.12,0.9559974818331,noise_free_synthetic_assay
Clarithromycin,10.0,0.16,0.9417645335842487,noise_free_synthetic_assay
Clarithromycin,10.0,0.2,0.9277434863285529,noise_free_synthetic_assay
Clarithromycin,10.0,0.24,0.9139311852712282,noise_free_synthetic_assay
Clarithromycin,10.0,0.28,0.9003245225862656,noise_free_synthetic_assay
Clarithromycin,10.0,0.32,0.8869204367171575,noise_free_synthetic_assay
Clarithromycin,10.0,0.36,0.8737159116880344,noise_free_synthetic_assay
Clarithromycin,10.0,0.4,0.8607079764250578,noise_free_synthetic_assay
Clarithromycin,10.0,0.44,0.8478937040879159,noise_free_synthetic_assay
Clarithromycin,10.0,0.48,0.835270211411272,noise_free_synthetic_assay
Clarithromycin,10.0,0.52,0.8228346580560184,noise_free_synthetic_assay
Clarithromycin,10.0,0.56,0.8105842459701871,noise_free_synthetic_assay
Clarithromycin,10.0,0.6,0.7985162187593771,noise_free_synthetic_assay
Clarithromycin,10.0,0.64,0.7866278610665535,noise_free_synthetic_assay
Clarithromycin,10.0,0.68,0.774916497961081,noise_free_synthetic_assay
Clarithromycin,10.0,0.72,0.7633794943368531,noise_free_synthetic_assay
Clarithromycin,10.0,0.76,0.7520142543193826,noise_free_synthetic_assay
Clarithromycin,10.0,0.8,0.7408182206817179,noise_free_synthetic_assay
Clarithromycin,10.0,0.84,0.7297888742690568,noise_free_synthetic_assay
Clarithromycin,10.0,0.88,0.7189237334319262,noise_free_synthetic_assay
Clarithromycin,10.0,0.92,0.7082203534678,noise_free_synthetic_assay
Clarithromycin,10.0,0.96,0.697676326071031,noise_free_synthetic_assay
Clarithromycin,10.0,1.0,0.6872892787909722,noise_free_synthetic_assay
Clarithromycin,10.0,1.04,0.6770568744981647,noise_free_synthetic_assay
Clarithromycin,10.0,1.08,0.6669768108584744,noise_free_synthetic_assay
Clarithromycin,10.0,1.12,0.6570468198150567,noise_free_synthetic_assay
Clarithromycin,10.0,1.16,0.6472646670780347,noise_free_synthetic_assay
Clarithromycin,10.0,1.2,0.6376281516217733,noise_free_synthetic_assay
Clarithromycin,10.0,1.24,0.6281351051896409,noise_free_synthetic_assay
Clarithromycin,10.0,1.28,0.6187833918061408,noise_free_synthetic_assay
Clarithromycin,10.0,1.32,0.6095709072963093,noise_free_synthetic_assay
Clarithromycin,10.0,1.36,0.6004955788122659,noise_free_synthetic_assay
Clarithromycin,10.0,1.4000000000000001,0.5915553643668151,noise_free_synthetic_assay
Clarithromycin,10.0,1.44,0.5827482523739896,noise_free_synthetic_assay
Clarithromycin,10.0,1.48,0.5740722611964361,noise_free_synthetic_assay
Clarithromycin,10.0,1.52,0.5655254386995371,noise_free_synthetic_assay
Clarithromycin,10.0,1.56,0.5571058618121739,noise_free_synthetic_assay
Clarithromycin,10.0,1.6,0.5488116360940264,noise_free_synthetic_assay
Clarithromycin,10.0,1.6400000000000001,0.5406408953093166,noise_free_synthetic_assay
Clarithromycin,10.0,1.68,0.5325918010068972,noise_free_synthetic_assay
Clarithromycin,10.0,1.72,0.5246625421065929,noise_free_synthetic_assay
Clarithromycin,10.0,1.76,0.5168513344916992,noise_free_synthetic_assay
Clarithromycin,10.0,1.8,0.5091564206075492,noise_free_synthetic_assay
Clarithromycin,10.0,1.84,0.5015760690660555,noise_free_synthetic_assay
Clarithromycin,10.0,1.8800000000000001,0.49410857425614163,noise_free_synthetic_assay
Clarithromycin,10.0,1.92,0.4867522559599717,noise_free_synthetic_assay
Clarithromycin,10.0,1.96,0.4795054589748941,noise_free_synthetic_assay
Clarithromycin,10.0,2.0,0.4723665527410147,noise_free_synthetic_assay
Clarithromycin,10.0,2.04,0.4653339309743134,noise_free_synthetic_assay
Clarithromycin,10.0,2.08,0.4584060113052235,noise_free_synthetic_assay
Clarithromycin,10.0,2.12,0.4515812349225922,noise_free_synthetic_assay
Clarithromycin,10.0,2.16,0.4448580662229411,noise_free_synthetic_assay
Clarithromycin,10.0,2.2,0.4382349924649492,noise_free_synthetic_assay
Clarithromycin,10.0,2.24,0.4317105234290797,noise_free_synthetic_assay
Clarithromycin,10.0,2.2800000000000002,0.4252831910822741,noise_free_synthetic_assay
Clarithromycin,10.0,2.32,0.41895154924763905,noise_free_synthetic_assay
Clarithromycin,10.0,2.36,0.4127141732790497,noise_free_synthetic_assay
Clarithromycin,10.0,2.4,0.40656965974059917,noise_free_synthetic_assay
Clarithromycin,10.0,2.44,0.4005166260908188,noise_free_synthetic_assay
Clarithromycin,10.0,2.48,0.39455371037160114,noise_free_synthetic_assay
Clarithromycin,10.0,2.52,0.388679570901753,noise_free_synthetic_assay
Clarithromycin,10.0,2.56,0.38289288597511206,noise_free_synthetic_assay
Clarithromycin,10.0,2.6,0.3771923535631569,noise_free_synthetic_assay
Clarithromycin,10.0,2.64,0.3715766910220457,noise_free_synthetic_assay
Clarithromycin,10.0,2.68,0.36604463480401533,noise_free_synthetic_assay
Clarithromycin,10.0,2.72,0.3605949401730783,noise_free_synthetic_assay
Clarithromycin,10.0,2.7600000000000002,0.35522638092495146,noise_free_synthetic_assay
Clarithromycin,10.0,2.8000000000000003,0.3499377491111553,noise_free_synthetic_assay
Clarithromycin,10.0,2.84,0.3447278547672202,noise_free_synthetic_assay
Clarithromycin,10.0,2.88,0.3395955256449391,noise_free_synthetic_assay
Clarithromycin,10.0,2.92,0.3345396069486076,noise_free_synthetic_assay
Clarithromycin,10.0,2.96,0.3295589610751891,noise_free_synthetic_assay
Clarithromycin,10.0,3.0,0.32465246735834974,noise_free_synthetic_assay
Clarithromycin,10.0,3.04,0.31981902181630384,noise_free_synthetic_assay
Clarithromycin,10.0,3.08,0.3150575369034133,noise_free_synthetic_assay
Clarithromycin,10.0,3.12,0.31036694126548503,noise_free_synthetic_assay
Clarithromycin,10.0,3.16,0.30574617949871175,noise_free_synthetic_assay
Clarithromycin,10.0,3.2,0.301194211912202,noise_free_synthetic_assay
Clarithromycin,10.0,3.24,0.29671001429404525,noise_free_synthetic_assay
Clarithromycin,10.0,3.2800000000000002,0.2922925776808594,noise_free_synthetic_assay
Clarithromycin,10.0,3.3200000000000003,0.2879409081307702,noise_free_synthetic_assay
Clarithromycin,10.0,3.36,0.2836540264997704,noise_free_synthetic_assay
Clarithromycin,10.0,3.4,0.27943096822140734,noise_free_synthetic_assay
Clarithromycin,10.0,3.44,0.27527078308975234,noise_free_synthetic_assay
Clarithromycin,10.0,3.48,0.2711725350455999,noise_free_synthetic_assay
Clarithromycin,10.0,3.52,0.26713530196585034,noise_free_synthetic_assay
Clarithromycin,10.0,3.56,0.2631581754560287,noise_free_synthetic_assay
Clarithromycin,10.0,3.6,0.2592402606458915,noise_free_synthetic_assay
Clarithromycin,10.0,3.64,0.2553806759880777,noise_free_synthetic_assay
Clarithromycin,10.0,3.68,0.25157855305975646,noise_free_synthetic_assay
Clarithromycin,10.0,3.72,0.24783303636722875,noise_free_synthetic_assay
Clarithromycin,10.0,3.7600000000000002,0.24414328315343706,noise_free_synthetic_assay
Clarithromycin,10.0,3.8000000000000003,0.24050846320834213,noise_free_synthetic_assay
Clarithromycin,10.0,3.84,0.23692775868212176,noise_free_synthetic_assay
Clarithromycin,10.0,3.88,0.23340036390115132,noise_free_synthetic_assay
Clarithromycin,10.0,3.92,0.22992548518672384,noise_free_synthetic_assay
Clarithromycin,10.0,3.96,0.2265023406764688,noise_free_synthetic_assay
Clarithromycin,10.0,4.0,0.22313016014842982,noise_free_synthetic_assay
Ritonavir,0.02,0.0,1.0,noise_free_synthetic_assay
Ritonavir,0.02,0.04,0.9962423717383315,noise_free_synthetic_assay
Ritonavir,0.02,0.08,0.992498863246816,noise_free_synthetic_assay
Ritonavir,0.02,0.12,0.988769421468606,noise_free_synthetic_assay
Ritonavir,0.02,0.16,0.985053993546222,noise_free_synthetic_assay
Ritonavir,0.02,0.2,0.9813525268208034,noise_free_synthetic_assay
Ritonavir,0.02,0.24,0.9776649688313618,noise_free_synthetic_assay
Ritonavir,0.02,0.28,0.973991267314038,noise_free_synthetic_assay
Ritonavir,0.02,0.32,0.9703313702013604,noise_free_synthetic_assay
Ritonavir,0.02,0.36,0.9666852256215084,noise_free_synthetic_assay
Ritonavir,0.02,0.4,0.9630527818975757,noise_free_synthetic_assay
Ritonavir,0.02,0.44,0.959433987546839,noise_free_synthetic_assay
Ritonavir,0.02,0.48,0.9558287912800277,noise_free_synthetic_assay
Ritonavir,0.02,0.52,0.9522371420005975,noise_free_synthetic_assay
Ritonavir,0.02,0.56,0.9486589888040057,noise_free_synthetic_assay
Ritonavir,0.02,0.6,0.94509428097699,noise_free_synthetic_assay
Ritonavir,0.02,0.64,0.9415429679968497,noise_free_synthetic_assay
Ritonavir,0.02,0.68,0.9380049995307295,noise_free_synthetic_assay
Ritonavir,0.02,0.72,0.9344803254349066,noise_free_synthetic_assay
Ritonavir,0.02,0.76,0.9309688957540793,noise_free_synthetic_assay
Ritonavir,0.02,0.8,0.9274706607206594,noise_free_synthetic_assay
Ritonavir,0.02,0.84,0.9239855707540672,noise_free_synthetic_assay
Ritonavir,0.02,0.88,0.9205135764600278,noise_free_synthetic_assay
Ritonavir,0.02,0.92,0.9170546286298722,noise_free_synthetic_assay
Ritonavir,0.02,0.96,0.9136086782398387,noise_free_synthetic_assay
Ritonavir,0.02,1.0,0.9101756764503792,noise_free_synthetic_assay
Ritonavir,0.02,1.04,0.9067555746054661,noise_free_synthetic_assay
Ritonavir,0.02,1.08,0.9033483242319031,noise_free_synthetic_assay
Ritonavir,0.02,1.12,0.8999538770386386,noise_free_synthetic_assay
Ritonavir,0.02,1.16,0.8965721849160802,noise_free_synthetic_assay
Ritonavir,0.02,1.2,0.8932031999354136,noise_free_synthetic_assay
Ritonavir,0.02,1.24,0.8898468743479236,noise_free_synthetic_assay
Ritonavir,0.02,1.28,0.8865031605843166,noise_free_synthetic_assay
Ritonavir,0.02,1.32,0.8831720112540465,noise_free_synthetic_assay
Ritonavir,0.02,1.36,0.8798533791446438,noise_free_synthetic_assay
Ritonavir,0.02,1.4000000000000001,0.8765472172210454,noise_free_synthetic_assay
Ritonavir,0.02,1.44,0.8732534786249289,noise_free_synthetic_assay
Ritonavir,0.02,1.48,0.8699721166740475,noise_free_synthetic_assay
Ritonavir,0.02,1.52,0.8667030848615697,noise_free_synthetic_assay
Ritonavir,0.02,1.56,0.8634463368554186,noise_free_synthetic_assay
Ritonavir,0.02,1.6,0.8602018264976166,noise_free_synthetic_assay
Ritonavir,0.02,1.6400000000000001,0.8569695078036303,noise_free_synthetic_assay
Ritonavir,0.02,1.68,0.8537493349617193,noise_free_synthetic_assay
Ritonavir,0.02,1.72,0.8505412623322866,noise_free_synthetic_assay
Ritonavir,0.02,1.76,0.8473452444472316,noise_free_synthetic_assay
Ritonavir,0.02,1.8,0.8441612360093064,noise_free_synthetic_assay
Ritonavir,0.02,1.84,0.8409891918914728,noise_free_synthetic_assay
Ritonavir,0.02,1.8800000000000001,0.8378290671362637,noise_free_synthetic_assay
Ritonavir,0.02,1.92,0.8346808169551452,noise_free_synthetic_assay
Ritonavir,0.02,1.96,0.831544396727882,noise_free_synthetic_assay
Ritonavir,0.02,2.0,0.8284197620019054,noise_free_synthetic_assay
Ritonavir,0.02,2.04,0.8253068684916823,noise_free_synthetic_assay
Ritonavir,0.02,2.08,0.8222056720780889,noise_free_synthetic_assay
Ritonavir,0.02,2.12,0.8191161288077842,noise_free_synthetic_assay
Ritonavir,0.02,2.16,0.8160381948925877,noise_free_synthetic_assay
Ritonavir,0.02,2.2,0.8129718267088584,noise_free_synthetic_assay
Ritonavir,0.02,2.24,0.809916980796877,noise_free_synthetic_assay
Ritonavir,0.02,2.2800000000000002,0.8068736138602295,noise_free_synthetic_assay
Ritonavir,0.02,2.32,0.8038416827651937,noise_free_synthetic_assay
Ritonavir,0.02,2.36,0.8008211445401281,noise_free_synthetic_assay
Ritonavir,0.02,2.4,0.7978119563748625,noise_free_synthetic_assay
Ritonavir,0.02,2.44,0.7948140756200913,noise_free_synthetic_assay
Ritonavir,0.02,2.48,0.7918274597867694,noise_free_synthetic_assay
Ritonavir,0.02,2.52,0.7888520665455095,noise_free_synthetic_assay
Ritonavir,0.02,2.56,0.7858878537259826,noise_free_synthetic_assay
Ritonavir,0.02,2.6,0.7829347793163198,noise_free_synthetic_assay
Ritonavir,0.02,2.64,0.7799928014625177,noise_free_synthetic_assay
Ritonavir,0.02,2.68,0.7770618784678442,noise_free_synthetic_assay
Ritonavir,0.02,2.72,0.7741419687922483,noise_free_synthetic_assay
Ritonavir,0.02,2.7600000000000002,0.7712330310517709,noise_free_synthetic_assay
Ritonavir,0.02,2.8000000000000003,0.7683350240179586,noise_free_synthetic_assay
Ritonavir,0.02,2.84,0.765447906617279,noise_free_synthetic_assay
Ritonavir,0.02,2.88,0.7625716379305391,noise_free_synthetic_assay
Ritonavir,0.02,2.92,0.7597061771923045,noise_free_synthetic_assay
Ritonavir,0.02,2.96,0.7568514837903225,noise_free_synthetic_assay
Ritonavir,0.02,3.0,0.7540075172649463,noise_free_synthetic_assay
Ritonavir,0.02,3.04,0.7511742373085611,noise_free_synthetic_assay
Ritonavir,0.02,3.08,0.7483516037650132,noise_free_synthetic_assay
Ritonavir,0.02,3.12,0.7455395766290409,noise_free_synthetic_assay
Ritonavir,0.02,3.16,0.7427381160457074,noise_free_synthetic_assay
Ritonavir,0.02,3.2,0.7399471823098356,noise_free_synthetic_assay
Ritonavir,0.02,3.24,0.7371667358654463,noise_free_synthetic_assay
Ritonavir,0.02,3.2800000000000002,0.7343967373051964,noise_free_synthetic_assay
Ritonavir,0.02,3.3200000000000003,0.7316371473698213,noise_free_synthetic_assay
Ritonavir,0.02,3.36,0.728887926947578,noise_free_synthetic_assay
Ritonavir,0.02,3.4,0.7261490370736909,noise_free_synthetic_assay
Ritonavir,0.02,3.44,0.7234204389297995,noise_free_synthetic_assay
Ritonavir,0.02,3.48,0.7207020938434083,noise_free_synthetic_assay
Ritonavir,0.02,3.52,0.7179939632873387,noise_free_synthetic_assay
Ritonavir,0.02,3.56,0.7152960088791829,noise_free_synthetic_assay
Ritonavir,0.02,3.6,0.7126081923807598,noise_free_synthetic_assay
Ritonavir,0.02,3.64,0.7099304756975734,noise_free_synthetic_assay
Ritonavir,0.02,3.68,0.7072628208782725,noise_free_synthetic_assay
Ritonavir,0.02,3.72,0.7046051901141129,noise_free_synthetic_assay
Ritonavir,0.02,3.7600000000000002,0.701957545738422,noise_free_synthetic_assay
Ritonavir,0.02,3.8000000000000003,0.6993198502260638,noise_free_synthetic_assay
Ritonavir,0.02,3.84,0.6966920661929087,noise_free_synthetic_assay
Ritonavir,0.02,3.88,0.694074156395302,noise_free_synthetic_assay
Ritonavir,0.02,3.92,0.6914660837295373,noise_free_synthetic_assay
Ritonavir,0.02,3.96,0.68886781123133,noise_free_synthetic_assay
Ritonavir,0.02,4.0,0.6862793020752935,noise_free_synthetic_assay
Ritonavir,0.1,0.0,1.0,noise_free_synthetic_assay
Ritonavir,0.1,0.04,0.9872815715902905,noise_free_synthetic_assay
Ritonavir,0.1,0.08,0.9747249016017939,noise_free_synthetic_assay
Ritonavir,0.1,0.12,0.9623279327216104,noise_free_synthetic_assay
Ritonavir,0.1,0.16,0.9500886338026269,noise_free_synthetic_assay
Ritonavir,0.1,0.2,0.9380049995307295,noise_free_synthetic_assay
Ritonavir,0.1,0.24,0.9260750500962484,noise_free_synthetic_assay
Ritonavir,0.1,0.28,0.914296830869581,noise_free_synthetic_assay
Ritonavir,0.1,0.32,0.9026684120809421,noise_free_synthetic_assay
Ritonavir,0.1,0.36,0.8911878885041844,noise_free_synthetic_assay
Ritonavir,0.1,0.4,0.8798533791446438,noise_free_synthetic_assay
Ritonavir,0.1,0.44,0.8686630269309517,noise_free_synthetic_assay
Ritonavir,0.1,0.48,0.8576149984107688,noise_free_synthetic_assay
Ritonavir,0.1,0.52,0.8467074834503884,noise_free_synthetic_assay
Ritonavir,0.1,0.56,0.8359386949381593,noise_free_synthetic_assay
Ritonavir,0.1,0.6,0.8253068684916823,noise_free_synthetic_assay
Ritonavir,0.1,0.64,0.8148102621687294,noise_free_synthetic_assay
Ritonavir,0.1,0.68,0.8044471561818397,noise_free_synthetic_assay
Ritonavir,0.1,0.72,0.7942158526165467,noise_free_synthetic_assay
Ritonavir,0.1,0.76,0.7841146751531868,noise_free_synthetic_assay
Ritonavir,0.1,0.8,0.7741419687922483,noise_free_synthetic_assay
Ritonavir,0.1,0.84,0.7642960995832125,noise_free_synthetic_assay
Ritonavir,0.1,0.88,0.7545754543568433,noise_free_synthetic_assay
Ritonavir,0.1,0.92,0.7449784404608818,noise_free_synthetic_assay
Ritonavir,0.1,0.96,0.735503485499103,noise_free_synthetic_assay
Ritonavir,0.1,1.0,0.7261490370736908,noise_free_synthetic_assay
Ritonavir,0.1,1.04,0.7169135625308897,noise_free_synthetic_assay
Ritonavir,0.1,1.08,0.7077955487098908,noise_free_synthetic_assay
Ritonavir,0.1,1.12,0.6987935016949129,noise_free_synthetic_assay
Ritonavir,0.1,1.16,0.689905946570436,noise_free_synthetic_assay
Ritonavir,0.1,1.2,0.6811314271795471,noise_free_synthetic_assay
Ritonavir,0.1,1.24,0.6724685058853608,noise_free_synthetic_assay
Ritonavir,0.1,1.28,0.6639157633354735,noise_free_synthetic_assay
Ritonavir,0.1,1.32,0.6554717982294136,noise_free_synthetic_assay
Ritonavir,0.1,1.36,0.6471352270890492,noise_free_synthetic_assay
Ritonavir,0.1,1.4000000000000001,0.6389046840319161,noise_free_synthetic_assay
Ritonavir,0.1,1.44,0.6307788205474282,noise_free_synthetic_assay
Ritonavir,0.1,1.48,0.6227563052759347,noise_free_synthetic_assay
Ritonavir,0.1,1.52,0.6148358237905875,noise_free_synthetic_assay
Ritonavir,0.1,1.56,0.6070160783819822,noise_free_synthetic_assay
Ritonavir,0.1,1.6,0.5992957878455384,noise_free_synthetic_assay
Ritonavir,0.1,1.6400000000000001,0.5916736872715844,noise_free_synthetic_assay
Ritonavir,0.1,1.68,0.584148527838112,noise_free_synthetic_assay
Ritonavir,0.1,1.72,0.5767190766061657,noise_free_synthetic_assay
Ritonavir,0.1,1.76,0.5693841163178365,noise_free_synthetic_assay
Ritonavir,0.1,1.8,0.5621424451968223,noise_free_synthetic_assay
Ritonavir,0.1,1.84,0.5549928767515275,noise_free_synthetic_assay
Ritonavir,0.1,1.8800000000000001,0.5479342395806646,noise_free_synthetic_assay
Ritonavir,0.1,1.92,0.5409653771813293,noise_free_synthetic_assay
Ritonavir,0.1,1.96,0.534085147759517,noise_free_synthetic_assay
Ritonavir,0.1,2.0,0.5272924240430485,noise_free_synthetic_assay
Ritonavir,0.1,2.04,0.5205860930968748,noise_free_synthetic_assay
Ritonavir,0.1,2.08,0.5139650561407318,noise_free_synthetic_assay
Ritonavir,0.1,2.12,0.5074282283691136,noise_free_synthetic_assay
Ritonavir,0.1,2.16,0.5009745387735354,noise_free_synthetic_assay
Ritonavir,0.1,2.2,0.4946029299670569,noise_free_synthetic_assay
Ritonavir,0.1,2.24,0.4883123580110383,noise_free_synthetic_assay
Ritonavir,0.1,2.2800000000000002,0.4821017922440985,noise_free_synthetic_assay
Ritonavir,0.1,2.32,0.4759702151132494,noise_free_synthetic_assay
Ritonavir,0.1,2.36,0.4699166220071775,noise_free_synthetic_assay
Ritonavir,0.1,2.4,0.46394002109164667,noise_free_synthetic_assay
Ritonavir,0.1,2.44,0.4580394331469934,noise_free_synthetic_assay
Ritonavir,0.1,2.48,0.45221389140768947,noise_free_synthetic_assay
Ritonavir,0.1,2.52,0.44646244140394464,noise_free_synthetic_assay
Ritonavir,0.1,2.56,0.44078414080532446,noise_free_synthetic_assay
Ritonavir,0.1,2.6,0.4351780592663566,noise_free_synthetic_assay
Ritonavir,0.1,2.64,0.42964327827410115,noise_free_synthetic_assay
Ritonavir,0.1,2.68,0.4241788909976591,noise_free_synthetic_assay
Ritonavir,0.1,2.72,0.4187840021395954,noise_free_synthetic_assay
Ritonavir,0.1,2.7600000000000002,0.41345772778925133,noise_free_synthetic_assay
Ritonavir,0.1,2.8000000000000003,0.4081991952779226,noise_free_synthetic_assay
Ritonavir,0.1,2.84,0.4030075430358793,noise_free_synthetic_assay
Ritonavir,0.1,2.88,0.3978819204512046,noise_free_synthetic_assay
Ritonavir,0.1,2.92,0.39282148773042824,noise_free_synthetic_assay
Ritonavir,0.1,2.96,0.3878254157609332,noise_free_synthetic_assay
Ritonavir,0.1,3.0,0.38289288597511195,noise_free_synthetic_assay
Ritonavir,0.1,3.04,0.3780230902162504,noise_free_synthetic_assay
Ritonavir,0.1,3.08,0.3732152306061179,noise_free_synthetic_assay
Ritonavir,0.1,3.12,0.3684685194142408,noise_free_synthetic_assay
Ritonavir,0.1,3.16,0.3637821789288391,noise_free_synthetic_assay
Ritonavir,0.1,3.2,0.3591554413294045,noise_free_synthetic_assay
Ritonavir,0.1,3.24,0.3545875485608989,noise_free_synthetic_assay
Ritonavir,0.1,3.2800000000000002,0.3500777522095527,noise_free_synthetic_assay
Ritonavir,0.1,3.3200000000000003,0.3456253133802435,noise_free_synthetic_assay
Ritonavir,0.1,3.36,0.3412295025754335,noise_free_synthetic_assay
Ritonavir,0.1,3.4,0.33688959957564707,noise_free_synthetic_assay
Ritonavir,0.1,3.44,0.3326048933214685,noise_free_synthetic_assay
Ritonavir,0.1,3.48,0.3283746817970403,noise_free_synthetic_assay
Ritonavir,0.1,3.52,0.3241982719150435,noise_free_synthetic_assay
Ritonavir,0.1,3.56,0.3200749794031405,noise_free_synthetic_assay
Ritonavir,0.1,3.6,0.3160041286918624,noise_free_synthetic_assay
Ritonavir,0.1,3.64,0.31198505280392236,noise_free_synthetic_assay
Ritonavir,0.1,3.68,0.30801709324493626,noise_free_synthetic_assay
Ritonavir,0.1,3.72,0.3040995998955337,noise_free_synthetic_assay
Ritonavir,0.1,3.7600000000000002,0.30023193090484107,noise_free_synthetic_assay
Ritonavir,0.1,3.8000000000000003,0.296413452585319,noise_free_synthetic_assay
Ritonavir,0.1,3.84,0.29264353930893783,noise_free_synthetic_assay
Ritonavir,0.1,3.88,0.28892157340467306,noise_free_synthetic_assay
Ritonavir,0.1,3.92,0.28524694505730513,noise_free_synthetic_assay
Ritonavir,0.1,3.96,0.28161905220750544,noise_free_synthetic_assay
Ritonavir,0.1,4.0,0.2780373004531941,noise_free_synthetic_assay
Ritonavir,0.5,0.0,1.0,noise_free_synthetic_assay
Ritonavir,0.5,0.04,0.9756851033728231,noise_free_synthetic_assay
Ritonavir,0.5,0.08,0.9519614209436366,noise_free_synthetic_assay
Ritonavir,0.5,0.12,0.9288145774003317,noise_free_synthetic_assay
Ritonavir,0.5,0.16,0.9062305469650276,noise_free_synthetic_assay
Ritonavir,0.5,0.2,0.884195644895183,noise_free_synthetic_assay
Ritonavir,0.5,0.24,0.8626965191913567,noise_free_synthetic_assay
Ritonavir,0.5,0.28,0.8417201425065935,noise_free_synthetic_assay
Ritonavir,0.5,0.32,0.8212538042525331,noise_free_synthetic_assay
Ritonavir,0.5,0.36,0.801285102897457,noise_free_synthetic_assay
Ritonavir,0.5,0.4,0.7818019384516086,noise_free_synthetic_assay
Ritonavir,0.5,0.44,0.7627925051352312,noise_free_synthetic_assay
Ritonavir,0.5,0.48,0.7442452842248828,noise_free_synthetic_assay
Ritonavir,0.5,0.52,0.7261490370736909,noise_free_synthetic_assay
Ritonavir,0.5,0.56,0.7084927983013201,noise_free_synthetic_assay
Ritonavir,0.5,0.6,0.6912658691495243,noise_free_synthetic_assay
Ritonavir,0.5,0.64,0.674457810999258,noise_free_synthetic_assay
Ritonavir,0.5,0.68,0.658058439045419,noise_free_synthetic_assay
Ritonavir,0.5,0.72,0.6420578161253883,noise_free_synthetic_assay
Ritonavir,0.5,0.76,0.6264462466976285,noise_free_synthetic_assay
Ritonavir,0.5,0.8,0.6112142709666928,noise_free_synthetic_assay
Ritonavir,0.5,0.84,0.5963526591510824,noise_free_synthetic_assay
Ritonavir,0.5,0.88,0.5818524058904818,noise_free_synthetic_assay
Ritonavir,0.5,0.92,0.5677047247889805,noise_free_synthetic_assay
Ritonavir,0.5,0.96,0.5539010430909765,noise_free_synthetic_assay
Ritonavir,0.5,1.0,0.5404329964865341,noise_free_synthetic_assay
Ritonavir,0.5,1.04,0.5272924240430485,noise_free_synthetic_assay
